task_id,split,start_date,end_date,length,loss,pred_mean,target_mean,bias,bias_pct
62,TRAIN,1998-08-31,1998-09-30,21,0.00464473944157362,0.0243365578353405,0.0031167841516435146,0.021219773683696985,2.1219773683696985
63,TRAIN,2002-07-23,2002-08-22,22,0.007349109277129173,0.032124876976013184,0.008879752829670906,0.023245124146342278,2.3245124146342278
64,TRAIN,2008-09-18,2009-01-06,75,0.0734504982829094,0.24981963634490967,0.0018633324652910233,0.24795630387961864,24.795630387961864
65,VAL,2009-02-24,2009-04-07,30,0.015076905488967896,0.05767737701535225,0.0013770718360319734,0.056300305179320276,5.630030517932028
66,VAL,2011-08-09,2011-09-08,21,0.008399100974202156,0.015625309199094772,0.0008096506935544312,0.014815658505540341,1.4815658505540341
67,TEST,2020-03-04,2020-04-24,36,0.011136756278574467,0.03159607574343681,0.012921853922307491,0.018674221821129322,1.8674221821129322
68,TEST,2025-04-07,2025-05-06,20,0.03583541885018349,-0.038951657712459564,0.005439515691250563,-0.04439117340371013,-4.439117340371013
